,smiles,y_true,pka_acid_1,pka_acid_2,pka_acid_3,pka_acid_4,pka_base_1,pka_base_2,pka_base_3,pka_base_4,α_acid_0,α_acid_1,α_acid_2,α_acid_3,α_acid_4,α_base_0,α_base_1,α_base_2,α_base_3,α_base_4
433,Cc1cc2c(cc1C=C(C#N)C#N)C(C)CC(C)(C)N2CCC(=O)Nc1ccccc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
434,Cc1cc2c(cc1NNC1C(=O)NC(=O)NC1=O)=NC(=O)N=2,0,6.8,7.3,7.3,10.0,0.0,0.0,0.0,5.5,0.0612806438066131,0.2439626371554753,0.3071307634433485,0.3866547228425755,0.0009712327519873,7.844525616885448e-25,1.9704557458683956e-17,4.949561051936931e-10,0.0124327352482887,0.9875672642567552
435,Cc1ccc(/N=N/C2C(=O)C(C(=O)O)=Cc3ccccc32)c(S(=O)(=O)O)c1,0,-0.8,0.0,10.0,10.0,0.0,0.0,0.0,0.0,2.505576798277223e-16,3.971071610778099e-08,0.9974880897666438,0.0025055767982772,6.293724362697873e-06,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
436,Cc1ccc(/N=N/C2C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
437,Cc1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,0,9.2,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.9843596639494436,0.0156010493032678,3.918806406219071e-05,9.843596639494543e-08,2.472599683599973e-10,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
438,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
439,Cc1ccc([N+](=O)[O-])c(O)c1,0,7.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.4420679553542055,0.5565305827353001,0.0013979416194929,3.511470586046822e-06,8.82041531973604e-09,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
440,Cc1ccc([N+](=O)[O-])cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
441,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
442,Cc1ccc([N+](=O)[O-])cc1O,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
443,Cc1ccc(C#N)c(O)n1,1,1.4,10.0,10.0,10.0,0.0,0.0,0.0,0.0,9.97487118626653e-07,0.9974871186266568,0.0025055743588838,6.293718235218799e-06,1.5809105438790582e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
444,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)cc2)cc1N,0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,3.971071547998949e-08,0.9974880739972344,0.0025055767586662,6.293724263199623e-06,1.5809120580393826e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
445,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0,3.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.000158066223201,0.997330444429395,0.0025051808110936,6.29272968786427e-06,1.5806622320103835e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
446,Cc1ccc(C(=O)OCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2OC(=O)c2ccc(C)cc2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
447,CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
448,CC1CCC(C(C)C)C(OCC(O)CO)C1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
449,Cc1ccc(C(CC(C)c2ccccc2)c2ccccc2)cc1C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
450,Cc1ccc(C)c(Cl)c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
451,Cc1ccc(C=O)cc1C,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
452,Cc1ccc(C2OC3COC(c4ccc(C)c(C)c4)OC3C(C(O)CO)O2)cc1C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
453,Cc1ccc(C2OC3COC(c4ccc(C)cc4)OC3C(C(O)CO)O2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
454,Cc1ccc(Cl)cc1NC(=O)c1cc2ccccc2cc1O,0,8.7,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.952158842808203,0.047720985640079,0.0001198696963275,3.010990637544195e-07,7.563266527849673e-10,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
455,Cc1ccc(Cl)cc1O,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
456,Cc1ccc(N)c(C)c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
457,Cc1ccc(N)c(S(=O)(=O)O)c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
458,Cc1ccc(N)cc1C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
459,Cc1ccc(N)cc1N,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,5.7,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.2342979293744634e-24,3.1004162212360965e-17,7.787893438155183e-10,0.0195623038573445,0.980437695363866
460,Cc1ccc(NC(=O)N(C)C)cc1Cl,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
461,Cc1ccc(O)c([N+](=O)[O-])c1,0,7.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.6125400814953517,0.3864866632079889,0.0009708106052715,2.4385659869472538e-06,6.125400814953599e-09,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
462,Cc1ccc(O)c(-n2n3c4ccccc4n23)c1,0,9.3,10.0,10.0,10.0,0.0,0.0,5.8,5.8,0.9875363466995778,0.0124323460193047,3.1228641277723835e-05,7.84428002999948e-08,1.9703940572317329e-10,9.748965867306556e-19,2.4488295083337457e-11,0.0006151181615063,0.0244882950833376,0.9748965867306678
463,Cc1ccc(O)c(O)c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
464,Cc1ccc(O)cc1,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
465,Cc1ccc(O)cc1[N+](=O)[O-],0,8.8,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.961620782865548,0.0382828129012041,9.616207828655509e-05,2.4154821967376065e-07,6.067416955538171e-10,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
466,Cc1ccc(O)cc1C,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
467,Cc1ccc(O)cc1Cl,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
468,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
469,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1,0,4.8,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0024993146332581,0.9949950769693592,0.0024993146332581,6.277994515354573e-06,1.5769609240210774e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
470,Cc1ccc(S(=O)(=O)O)c(C)c1,0,0.7,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.9902500466022289e-07,0.9974879150831244,0.002505576359492,6.2937232605193765e-06,1.5809118061774918e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
471,Cc1ccc(S(=O)(=O)Oc2ccc(/N=N/c3ccc(-c4ccc(/N=N/c5c(O)ccc6cc(S(=O)(=O)O)cc(S(=O)(=O)O)c56)c(C)c4)cc3C)cc2)cc1,0,-0.7,-0.6,6.3,10.0,0.0,0.0,0.0,0.0,5.8316967423684594e-18,7.341671222844943e-10,0.0734167122284497,0.9242616467477528,0.0023216402896303,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
472,Cc1ccc(S(=O)(=O)OC2CCC3(C)C(CCC4C5CCC(=O)C5(C)CCC43)C2)cc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
473,Cc1ccc(S(=O)O)cc1,1,1.6,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.5809096215393284e-06,0.9974865366696448,0.0025055728970739,6.2937145633182895e-06,1.5809096215393517e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
474,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,0,4.5,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0012541881709156,0.9962370758154848,0.0025024343933077,6.285830998292562e-06,1.5789293595373467e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
475,Cc1ccc2c(c1)C(Nc1nc(N)nc(C(C)F)n1)C(C)C2,0,10.0,10.0,10.0,10.0,0.0,0.0,5.5,6.3,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.4669058158645788e-18,3.68470081517274e-11,0.0009255549981804,0.0735194467844932,0.9255549981804791
476,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
477,Cc1cccc([N+](=O)[O-])c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
478,Cc1cccc(C(C)C)c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
479,Cc1cccc(C(C)c2ccccc2)c1C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
480,Cc1cccc(C)c1C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
481,Cc1cccc(C)c1NC(=O)CN1CCNCC1,0,10.0,10.0,10.0,10.0,0.0,0.0,8.8,8.9,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.5223699426087908e-15,3.824020402577054e-08,0.960550496304914,0.0382402040257706,0.0012092614291097
482,Cc1cccc(C)c1OP(=O)(Oc1cccc(OP(=O)(Oc2c(C)cccc2C)Oc2c(C)cccc2C)c1)Oc1c(C)cccc1C,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
483,Cc1cccc(-c2ccccc2)c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
484,Cc1cccc(Cc2ccccc2)c1Cc1ccccc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
485,Cc1cccc(Nc2cc3c(nc4ccc(N(CCO)CCO)cc4[n+]3-c3ccccc3)c3ccccc23)c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
486,Cc1ccccc1/N=N/c1c(O)ccc2ccccc12,0,9.2,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.9843596639494436,0.0156010493032678,3.918806406219071e-05,9.843596639494543e-08,2.472599683599973e-10,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
487,Cc1ccccc1[N+](=O)[O-],0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
488,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
489,Cc1ccccc1OP(Oc1ccccc1C)Oc1ccccc1C,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
490,Cc1ccccc1S(=O)(=O)O,0,0.3,10.0,10.0,10.0,0.0,0.0,0.0,0.0,7.923329096617043e-08,0.9974880345739352,0.0025055766596394,6.293724014455424e-06,1.5809119955576647e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
491,Cc1ccccc1S(N)(=O)=O,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
492,CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1,0,10.0,10.0,10.0,10.0,0.0,0.0,6.3,9.7,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.160894062176465e-16,2.9160340432011126e-09,0.0732474634693692,0.9221309311105425,0.0046216025040543
493,Cc1ccn[nH]1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
494,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0,5.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0039553646689704,0.9935426843659174,0.0024956663879843,6.26883053755247e-06,1.574659036871102e-08,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
495,Cc1ccnc(C)c1,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,6.7,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,1.0495188603641568e-23,2.636272184962133e-16,6.622016331172522e-09,0.1663375297150717,0.8336624636629117
496,Cc1ccsc1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
497,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
498,Cc1cn[nH]c1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
499,Cc1cn2c(nc1=O)OC1C(O)C(CO)OC12,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
500,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
501,Cc1ncc([N+](=O)[O-])n1CCO,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
502,Cc1ncc(C#N)c(N)n1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
503,Cc1ncc(CN)c(N)n1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
504,Cc1ncc(CO)c(C=O)c1O,1,7.8,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.7147402437715803,0.2845432161286217,0.0007147402437715,1.7953463203837028e-06,4.509706062032492e-09,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
505,Cc1ncoc1C#N,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
506,Cc1ncoc1C(N)=O,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
507,CC1OC(=O)C(C)OC1=O,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
508,CC1OC(C)OC(C)O1,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
509,CCC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
510,CCC#CCCO,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
511,CCC(=O)CC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
512,CCC(=O)CC(=O)CC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
513,CCC(=O)CC(C)CC,1,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
514,CCC(=O)Nc1cc(N(CCOC(C)=O)CCOC(C)=O)ccc1/N=N/c1ccc([N+](=O)[O-])cc1Cl,0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.99748811356859,0.002505576858065,6.293724512877999e-06,1.580912120755755e-08,3.971071705535432e-11,2.511886331509541e-30,6.309573193613216e-23,1.584893129365367e-15,3.9810715470456376e-08,0.9999999601892828
